This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
201110      ,159.73      ,271.29      ,231.61     ,9341.93    ,11260.20    ,10306.86
201111      ,172.76      ,288.29      ,250.57    ,10204.60    ,12439.09    ,11436.01
201112      ,166.65      ,278.86      ,239.80     ,9976.45    ,12063.20    ,11139.56
201201      ,165.61      ,277.99      ,237.42    ,10025.03    ,12048.25    ,10966.46
201202      ,179.37      ,297.38      ,255.71    ,10416.84    ,12722.36    ,11667.17
201203      ,187.37      ,307.77      ,266.98    ,10951.46    ,13264.72    ,12326.45
201204      ,189.06      ,310.61      ,267.39    ,11177.29    ,13355.45    ,12428.42
201205      ,186.89      ,306.93      ,263.01    ,11044.74    ,13134.64    ,12331.50
201206      ,169.34      ,279.18      ,236.10    ,10186.79    ,11881.02    ,11082.51
201207      ,184.90      ,304.55      ,251.83    ,10777.40    ,13946.50    ,11005.65
201208      ,182.56      ,302.50      ,249.66    ,10855.38    ,14094.08    ,11142.96
201209      ,188.37      ,309.80      ,255.95    ,11122.70    ,14420.45    ,11538.97
201210      ,195.97      ,320.92      ,266.80    ,11475.29    ,14824.59    ,11823.41
201211      ,195.07      ,319.95      ,262.03    ,11459.67    ,14843.39    ,11640.64
201212      ,196.49      ,322.54      ,260.49    ,11623.30    ,14942.66    ,11864.51
201301      ,205.57      ,334.73      ,268.12    ,11868.65    ,15283.44    ,12060.78
201302      ,219.32      ,354.05      ,282.45    ,12614.47    ,16128.48    ,12567.09
201303      ,219.57      ,354.97      ,282.88    ,12628.77    ,16172.01    ,12474.61
201304      ,225.43      ,362.14      ,289.02    ,12986.35    ,16482.05    ,12639.74
201305      ,232.24      ,369.60      ,293.28    ,13416.24    ,16925.13    ,12979.82
201306      ,231.61      ,368.21      ,295.05    ,13460.11    ,16903.06    ,13129.86
201307      ,212.52      ,374.56      ,311.01    ,13652.25    ,16654.86    ,12242.99
201308      ,226.39      ,394.03      ,329.35    ,14416.47    ,17492.66    ,13080.20
201309      ,223.70      ,390.13      ,328.59    ,14122.10    ,17002.35    ,12936.79
201310      ,240.74      ,416.75      ,352.47    ,14844.34    ,17852.96    ,13687.99
201311      ,247.40      ,427.48      ,356.58    ,15482.72    ,18527.39    ,14144.31
201312      ,251.58      ,434.48      ,361.15    ,15763.90    ,18853.47    ,14350.96
201401      ,256.85      ,441.05      ,368.87    ,16128.13    ,19189.69    ,14778.89
201402      ,254.44      ,436.38      ,366.64    ,15563.74    ,18507.73    ,14265.70
201403      ,266.25      ,450.13      ,382.27    ,16279.67    ,19381.71    ,15007.63
201404      ,265.54      ,452.33      ,378.83    ,16264.11    ,19521.48    ,14762.82
201405      ,258.99      ,447.58      ,371.34    ,16386.17    ,19653.94    ,14804.47
201406      ,259.71      ,451.39      ,372.30    ,16523.15    ,19935.15    ,15118.31
201407      ,247.69      ,449.94      ,386.43    ,15779.81    ,19312.97    ,14293.81
201408      ,242.30      ,436.15      ,370.98    ,15412.91    ,18899.18    ,14174.70
201409      ,245.42      ,442.81      ,376.59    ,15737.31    ,19241.68    ,14484.09
201410      ,230.52      ,419.62      ,354.28    ,15303.71    ,18596.66    ,14139.98
201411      ,229.30      ,420.14      ,352.69    ,15324.10    ,18698.00    ,14211.18
201412      ,228.21      ,415.96      ,351.22    ,15626.96    ,18914.84    ,14566.69
201501      ,226.91      ,418.52      ,351.40    ,15378.82    ,18667.07    ,14277.58
201502      ,222.66      ,410.61      ,343.66    ,14986.39    ,18287.92    ,14209.43
201503      ,234.30      ,431.26      ,364.16    ,15841.53    ,19261.83    ,15162.83
201504      ,232.32      ,430.66      ,363.95    ,15580.08    ,18934.24    ,14893.42
201505      ,240.62      ,443.18      ,378.30    ,15930.27    ,19442.21    ,15320.49
201506      ,243.94      ,446.86      ,385.31    ,16032.52    ,19347.65    ,15381.58
201507      ,255.67      ,443.77      ,362.01    ,18875.58    ,17157.64    ,13764.99
201508      ,247.90      ,439.21      ,354.07    ,19101.52    ,17427.56    ,13996.39
201509      ,236.98      ,420.32      ,332.41    ,17857.59    ,16311.08    ,13088.34
201510      ,226.52      ,404.96      ,315.03    ,17128.38    ,15713.30    ,12507.54
201511      ,238.08      ,425.36      ,330.61    ,18441.46    ,16761.08    ,13623.56
201512      ,237.94      ,429.29      ,336.51    ,18253.76    ,16648.14    ,13630.28
201601      ,235.25      ,424.29      ,332.34    ,17877.62    ,16305.27    ,13485.05
201602      ,217.67      ,395.51      ,298.87    ,16986.77    ,15350.44    ,12383.52
201603      ,219.19      ,396.32      ,297.65    ,16920.39    ,15296.65    ,12129.80
201604      ,236.23      ,424.19      ,322.96    ,17953.35    ,16371.13    ,12985.76
201605      ,245.70      ,436.38      ,332.10    ,18424.75    ,16529.65    ,13183.27
201606      ,243.81      ,436.80      ,333.52    ,18324.40    ,16563.18    ,13268.84
201607      ,240.99      ,413.60      ,314.84    ,16965.63    ,15866.98    ,15412.98
201608      ,254.92      ,438.74      ,332.09    ,17512.04    ,16569.59    ,16304.35
201609      ,257.05      ,439.79      ,337.09    ,17486.69    ,16607.26    ,16359.06
201610      ,264.39      ,448.94      ,346.08    ,17663.36    ,16641.28    ,16461.23
201611      ,258.86      ,440.25      ,331.48    ,17274.52    ,16388.44    ,16082.21
201612      ,266.99      ,449.23      ,336.12    ,17606.22    ,16678.29    ,16056.36
201701      ,272.70      ,463.59      ,339.99    ,18021.13    ,17118.10    ,16334.89
201702      ,282.31      ,476.65      ,349.82    ,18367.99    ,17537.41    ,16970.45
201703      ,283.66      ,484.11      ,356.64    ,18649.58    ,17973.33    ,17445.18
201704      ,286.11      ,489.17      ,361.07    ,18894.63    ,18188.55    ,17759.90
201705      ,288.44      ,500.24      ,368.58    ,19103.50    ,18513.31    ,18170.19
201706      ,289.70      ,505.39      ,375.18    ,19379.17    ,18877.57    ,18635.38
201707      ,285.37      ,457.35      ,374.34    ,17676.71    ,18957.50    ,17853.71
201708      ,294.92      ,468.28      ,384.08    ,18149.68    ,19312.69    ,18395.90
201709      ,293.31      ,467.99      ,385.40    ,17923.53    ,19336.07    ,18491.99
201710      ,304.48      ,485.17      ,397.55    ,18452.52    ,19825.07    ,18743.76
201711      ,305.74      ,489.55      ,402.84    ,18630.23    ,20090.07    ,19488.10
201712      ,308.21      ,496.48      ,409.53    ,18989.48    ,20540.75    ,19816.43
201801      ,317.19      ,504.01      ,418.38    ,19413.11    ,20729.59    ,20033.56
201802      ,331.58      ,521.43      ,437.06    ,20368.30    ,21734.52    ,21323.33
201803      ,319.49      ,502.12      ,423.56    ,19254.47    ,20829.39    ,20773.90
201804      ,313.64      ,499.10      ,421.39    ,18894.45    ,20433.40    ,20409.87
201805      ,318.99      ,505.11      ,421.33    ,19143.32    ,20559.88    ,20590.81
201806      ,322.09      ,509.66      ,431.88    ,18918.59    ,20391.24    ,21171.49
201807      ,309.20      ,491.85      ,383.52    ,19203.64    ,19661.30    ,19675.03
201808      ,309.90      ,496.47      ,383.63    ,19797.36    ,20282.78    ,20242.78
201809      ,310.89      ,497.19      ,386.21    ,19603.87    ,20267.11    ,21059.66
201810      ,308.47      ,492.70      ,381.71    ,19730.15    ,20424.17    ,21063.33
201811      ,277.45      ,447.98      ,337.26    ,18329.53    ,18972.36    ,19004.79
201812      ,276.04      ,452.46      ,337.34    ,18447.57    ,19304.56    ,19058.95
201901      ,250.18      ,418.64      ,307.52    ,17023.57    ,17907.12    ,17543.73
201902      ,267.82      ,447.20      ,331.17    ,18281.25    ,19125.72    ,19114.05
201903      ,274.05      ,459.90      ,343.78    ,18720.46    ,19735.91    ,19760.86
201904      ,268.07      ,450.83      ,341.60    ,18737.97    ,19784.57    ,20198.97
201905      ,273.69      ,462.82      ,349.81    ,19356.24    ,20470.28    ,21102.71
201906      ,256.47      ,438.35      ,329.13    ,18269.31    ,19246.87    ,19639.79
201907      ,293.70      ,531.97      ,367.21    ,24063.22    ,23060.38    ,18269.08
201908      ,292.09      ,528.20      ,362.77    ,24048.75    ,23039.98    ,18431.59
201909      ,279.60      ,507.43      ,347.65    ,23290.46    ,22606.20    ,18012.61
201910      ,287.00      ,520.30      ,351.06    ,23917.88    ,23121.72    ,18030.94
201911      ,295.29      ,538.05      ,363.13    ,24448.81    ,23692.28    ,18628.89
201912      ,301.66      ,551.06      ,376.11    ,25009.76    ,24309.70    ,19184.69
202001      ,315.21      ,570.67      ,394.31    ,25968.67    ,24941.18    ,19697.65
202002      ,301.06      ,547.41      ,380.67    ,25469.81    ,24690.90    ,19922.88
