This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Emerging_Markets.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
201804   ,0.47  ,-0.07  ,-0.29   ,0.25  ,-1.02  ,-1.05
201805  ,-3.62  ,-3.20  ,-3.67  ,-2.49  ,-3.45  ,-3.46
201806  ,-5.33  ,-5.72  ,-5.63  ,-5.55  ,-4.90  ,-5.28
201807  ,-0.10   ,0.62   ,0.11   ,1.75   ,1.36   ,0.96
201808  ,-2.05  ,-1.65  ,-2.67  ,-2.34  ,-1.66  ,-2.16
201809  ,-3.09  ,-2.88  ,-3.03  ,-1.03  ,-1.12  ,-2.87
201810  ,-7.41  ,-8.22  ,-9.74  ,-9.13  ,-8.48 ,-10.27
201811   ,5.19   ,5.00   ,4.95   ,4.94   ,5.38   ,6.25
201812  ,-0.50   ,0.18  ,-1.15  ,-1.12  ,-0.37  ,-2.30
201901   ,3.39   ,4.50   ,3.85   ,6.16   ,5.59   ,5.68
201902   ,0.37   ,0.71   ,0.98   ,1.05   ,1.65   ,2.24
201903   ,1.52   ,1.95   ,1.72   ,0.47  ,-0.04   ,0.69
201904   ,0.36   ,0.12  ,-0.03   ,0.18   ,1.05   ,0.61
201905  ,-3.74  ,-3.77  ,-4.04  ,-5.22  ,-4.68  ,-5.66
201906   ,1.87   ,2.39   ,2.12   ,3.79   ,3.59   ,3.86
201907  ,-2.88  ,-2.78  ,-3.36  ,-2.37  ,-2.56  ,-2.28
201908  ,-3.77  ,-3.54  ,-4.29  ,-5.12  ,-4.10  ,-3.70
201909   ,2.57   ,3.13   ,3.26   ,2.25   ,2.48   ,1.70
201910   ,1.17   ,1.61   ,2.22   ,3.12   ,3.04   ,4.52
201911  ,-0.39  ,-0.46  ,-1.04  ,-0.52  ,-0.48   ,0.21
201912   ,4.58   ,4.71   ,4.34   ,5.85   ,5.58   ,5.99
202001  ,-0.55  ,-0.93  ,-1.01  ,-5.25  ,-4.95  ,-4.21
202002  ,-6.90  ,-6.49  ,-7.21  ,-7.90  ,-7.43  ,-6.48



  Average Value Weighted Returns -- Annual
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
1993 ,158.39 ,147.08 ,131.65  ,81.09  ,95.26  ,86.69
1994 ,-13.11   ,6.86 ,-21.99 ,-11.58  ,-3.01 ,-23.85
1995 ,-10.63  ,-3.25 ,-19.94   ,0.27  ,-1.75  ,-7.76
1996  ,19.85  ,16.44  ,28.78   ,7.19   ,9.89   ,5.66
1997 ,-20.57 ,-20.08 ,-13.37 ,-14.82 ,-12.65 ,-18.57
1998 ,-10.46  ,-8.99 ,-22.42 ,-24.44 ,-20.49 ,-15.71
1999  ,78.42  ,62.80  ,38.37  ,83.24  ,56.77  ,60.83
2000 ,-35.64 ,-33.18 ,-35.54 ,-19.67 ,-36.03 ,-36.43
2001   ,0.15   ,2.77  ,-0.51   ,4.21  ,-2.62  ,-4.68
2002  ,-1.15   ,3.69 ,-10.34  ,-8.33  ,-2.33  ,-8.72
2003  ,62.00  ,54.55  ,42.93  ,59.48  ,54.41  ,57.25
2004  ,31.47  ,30.78  ,25.89  ,25.95  ,24.93  ,31.63
2005  ,38.40  ,39.10  ,39.68  ,36.42  ,33.77  ,35.65
2006  ,37.95  ,36.58  ,30.67  ,31.67  ,35.17  ,31.86
2007  ,45.60  ,42.75  ,33.31  ,42.13  ,38.77  ,39.40
2008 ,-51.51 ,-55.47 ,-63.80 ,-47.90 ,-53.22 ,-59.81
2009  ,90.08 ,105.56 ,106.70  ,69.10  ,82.27  ,93.14
2010  ,30.85  ,30.89  ,22.72  ,30.39  ,20.11  ,18.09
2011 ,-19.51 ,-22.63 ,-28.02 ,-16.40 ,-17.60 ,-21.28
2012  ,17.37  ,23.46  ,17.86  ,18.67  ,20.76  ,17.33
2013   ,9.14   ,6.15  ,-1.16   ,0.82  ,-2.94   ,2.59
2014   ,3.28   ,1.01   ,2.45   ,2.94  ,-2.87   ,1.38
2015  ,-0.73  ,-5.19  ,-6.99 ,-14.59 ,-13.36  ,-8.07
2016  ,10.28  ,11.05   ,2.94  ,11.61  ,14.04   ,6.35
2017  ,29.52  ,27.85  ,24.83  ,31.25  ,31.28  ,47.87
2018 ,-16.08 ,-16.75 ,-18.31  ,-8.46 ,-10.56 ,-20.11
2019   ,9.23  ,10.55  ,11.49   ,9.89  ,18.33  ,22.47



  Average Equal Weighted Returns -- Annual
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
1993 ,125.31 ,114.76 ,112.27  ,88.17  ,92.76  ,96.80
1994   ,2.98  ,11.84  ,11.05   ,2.24  ,-1.10 ,-10.54
1995  ,-9.98  ,-9.87 ,-14.31 ,-13.38 ,-12.23 ,-16.19
1996  ,17.44  ,20.81  ,26.82   ,2.55   ,5.31  ,-0.86
1997 ,-33.80 ,-34.92 ,-26.69 ,-44.34 ,-46.35 ,-47.88
1998  ,48.75  ,43.01  ,27.52  ,14.20  ,13.85   ,9.60
1999 ,102.46  ,91.20  ,77.00  ,73.52  ,80.06  ,77.77
2000 ,-10.10 ,-18.20 ,-25.82 ,-30.42 ,-32.48 ,-43.26
2001  ,17.62  ,15.66   ,5.54  ,12.40  ,10.44   ,6.77
2002  ,13.36  ,10.53  ,-7.50   ,4.03   ,6.75 ,-12.42
2003  ,68.30  ,59.72  ,49.47  ,72.83  ,66.63  ,64.14
2004  ,36.28  ,38.68  ,24.29  ,26.78  ,27.89  ,21.48
2005  ,56.64  ,57.54  ,48.15  ,27.08  ,28.08  ,24.09
2006  ,47.07  ,42.00  ,34.79  ,35.77  ,38.81  ,34.47
2007  ,67.82  ,56.92  ,46.65  ,43.71  ,41.88  ,43.23
2008 ,-47.72 ,-51.60 ,-59.26 ,-48.93 ,-52.04 ,-59.64
2009 ,106.11 ,109.37 ,108.26  ,93.42  ,99.92 ,114.54
2010  ,34.62  ,34.38  ,26.33  ,34.99  ,30.02  ,24.29
2011 ,-18.89 ,-18.87 ,-25.21 ,-20.26 ,-18.40 ,-24.93
2012  ,21.62  ,24.58  ,18.92  ,22.64  ,27.17  ,26.55
2013   ,6.06   ,8.16   ,0.75   ,3.76   ,1.49  ,-1.54
2014  ,23.11  ,14.31  ,15.94   ,4.78   ,4.32   ,4.71
2015   ,9.79   ,7.52   ,2.57 ,-10.21 ,-10.18 ,-10.70
2016  ,13.76  ,12.94   ,7.71   ,8.75   ,7.98   ,1.69
2017  ,32.27  ,37.27  ,28.02  ,29.59  ,29.93  ,32.10
2018 ,-15.10 ,-14.97 ,-18.41 ,-14.16 ,-13.54 ,-18.42
2019   ,4.73   ,8.41   ,5.35   ,9.26  ,11.00  ,13.94



  Number of Firms in Portfolios
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199207    ,186    ,102     ,75    ,117    ,153    ,118
199208    ,186    ,102     ,75    ,117    ,153    ,118
199209    ,186    ,102     ,75    ,117    ,153    ,118
199210    ,186    ,102     ,75    ,117    ,153    ,118
199211    ,186    ,102     ,75    ,117    ,153    ,118
199212    ,186    ,102     ,75    ,117    ,153    ,118
199301    ,185    ,102     ,75    ,117    ,153    ,118
199302    ,185    ,102     ,75    ,117    ,153    ,118
199303    ,185    ,102     ,75    ,117    ,153    ,118
199304    ,185    ,102     ,75    ,117    ,153    ,118
199305    ,184    ,102     ,75    ,117    ,153    ,118
199306    ,184    ,102     ,75    ,117    ,153    ,118
199307    ,268    ,175    ,118    ,169    ,223    ,168
199308    ,268    ,175    ,118    ,169    ,223    ,168
199309    ,268    ,175    ,118    ,169    ,223    ,168
199310    ,268    ,175    ,118    ,169    ,223    ,168
199311    ,268    ,175    ,117    ,169    ,223    ,168
199312    ,268    ,175    ,117    ,169    ,223    ,168
199401    ,266    ,174    ,117    ,169    ,222    ,168
199402    ,266    ,174    ,117    ,169    ,222    ,168
199403    ,266    ,174    ,117    ,169    ,222    ,168
199404    ,266    ,174    ,117    ,169    ,222    ,168
199405    ,266    ,173    ,117    ,169    ,222    ,168
199406    ,266    ,173    ,117    ,169    ,222    ,168
199407    ,371    ,275    ,208    ,283    ,381    ,284
199408    ,371    ,275    ,208    ,283    ,381    ,284
199409    ,371    ,275    ,208    ,283    ,381    ,284
199410    ,371    ,275    ,208    ,283    ,381    ,284
199411    ,371    ,275    ,208    ,283    ,381    ,284
199412    ,371    ,275    ,208    ,283    ,381    ,284
199501    ,368    ,271    ,207    ,282    ,381    ,284
199502    ,369    ,270    ,207    ,282    ,381    ,284
199503    ,369    ,270    ,208    ,282    ,381    ,284
199504    ,369    ,270    ,208    ,282    ,381    ,284
199505    ,368    ,270    ,208    ,282    ,381    ,284
199506    ,368    ,270    ,208    ,282    ,381    ,283
199507    ,829    ,611    ,464    ,470    ,629    ,478
199508    ,827    ,611    ,463    ,470    ,629    ,478
199509    ,827    ,611    ,462    ,470    ,628    ,478
199510    ,826    ,611    ,462    ,470    ,628    ,478
199511    ,825    ,610    ,462    ,470    ,628    ,478
199512    ,823    ,610    ,462    ,470    ,628    ,476
199601    ,821    ,607    ,462    ,470    ,628    ,474
199602    ,821    ,607    ,462    ,470    ,628    ,474
199603    ,820    ,607    ,462    ,470    ,628    ,474
199604    ,820    ,606    ,462    ,469    ,628    ,474
199605    ,819    ,606    ,461    ,469    ,628    ,474
199606    ,819    ,605    ,461    ,469    ,628    ,474
199607   ,1060    ,718    ,550    ,532    ,720    ,539
199608   ,1060    ,718    ,549    ,532    ,720    ,539
199609   ,1059    ,717    ,548    ,532    ,720    ,539
199610   ,1058    ,716    ,548    ,532    ,719    ,539
199611   ,1058    ,714    ,548    ,532    ,719    ,539
199612   ,1057    ,714    ,548    ,532    ,719    ,539
199701   ,1055    ,714    ,548    ,531    ,719    ,539
199702   ,1055    ,711    ,547    ,531    ,717    ,539
199703   ,1054    ,710    ,547    ,530    ,717    ,538
199704   ,1053    ,710    ,547    ,529    ,716    ,538
199705   ,1052    ,709    ,546    ,529    ,715    ,538
199706   ,1050    ,707    ,545    ,529    ,714    ,538
199707   ,1191    ,843    ,584    ,607    ,810    ,617
199708   ,1190    ,842    ,584    ,605    ,809    ,617
199709   ,1189    ,836    ,580    ,604    ,808    ,617
199710   ,1183    ,834    ,580    ,603    ,808    ,617
199711   ,1180    ,833    ,580    ,603    ,808    ,617
199712   ,1177    ,833    ,579    ,603    ,808    ,617
199801   ,1176    ,832    ,579    ,602    ,807    ,616
199802   ,1173    ,828    ,577    ,601    ,805    ,616
199803   ,1173    ,827    ,576    ,601    ,804    ,616
199804   ,1171    ,827    ,576    ,601    ,804    ,616
199805   ,1168    ,826    ,576    ,600    ,803    ,616
199806   ,1165    ,823    ,576    ,600    ,799    ,616
199807   ,1472   ,1013    ,735    ,640    ,848    ,659
199808   ,1469   ,1012    ,734    ,638    ,847    ,659
199809   ,1464   ,1009    ,731    ,637    ,847    ,658
199810   ,1460   ,1008    ,729    ,636    ,844    ,657
199811   ,1452   ,1006    ,726    ,634    ,842    ,657
199812   ,1447   ,1006    ,724    ,631    ,840    ,655
199901   ,1442   ,1005    ,721    ,629    ,837    ,653
199902   ,1437    ,999    ,718    ,629    ,835    ,652
199903   ,1430    ,996    ,716    ,626    ,833    ,652
199904   ,1416    ,989    ,714    ,625    ,830    ,650
199905   ,1414    ,989    ,712    ,624    ,829    ,649
199906   ,1410    ,982    ,709    ,623    ,827    ,648
199907   ,1728   ,1323    ,810    ,620    ,836    ,627
199908   ,1723   ,1319    ,809    ,616    ,834    ,625
199909   ,1721   ,1318    ,808    ,614    ,833    ,625
199910   ,1716   ,1318    ,808    ,612    ,831    ,623
199911   ,1709   ,1317    ,802    ,611    ,831    ,623
199912   ,1705   ,1313    ,800    ,610    ,829    ,622
200001   ,1701   ,1309    ,796    ,609    ,825    ,621
200002   ,1699   ,1306    ,794    ,609    ,824    ,621
200003   ,1693   ,1304    ,793    ,608    ,823    ,621
200004   ,1689   ,1304    ,792    ,606    ,823    ,619
200005   ,1686   ,1304    ,789    ,602    ,823    ,619
200006   ,1678   ,1301    ,789    ,600    ,822    ,616
200007   ,2122   ,1585    ,793    ,632    ,847    ,637
200008   ,2117   ,1582    ,790    ,627    ,845    ,635
200009   ,2106   ,1576    ,787    ,626    ,845    ,634
200010   ,2099   ,1573    ,787    ,625    ,838    ,634
200011   ,2089   ,1570    ,784    ,624    ,835    ,633
200012   ,2082   ,1566    ,780    ,623    ,834    ,632
200101   ,2069   ,1561    ,778    ,620    ,831    ,629
200102   ,2064   ,1558    ,778    ,619    ,829    ,629
200103   ,2055   ,1556    ,775    ,619    ,829    ,628
200104   ,2049   ,1553    ,772    ,618    ,829    ,627
200105   ,2035   ,1553    ,772    ,618    ,828    ,626
200106   ,2026   ,1550    ,772    ,617    ,826    ,625
200107   ,2093   ,1641    ,931    ,626    ,845    ,627
200108   ,2084   ,1638    ,928    ,624    ,844    ,627
200109   ,2079   ,1638    ,921    ,623    ,843    ,626
200110   ,2072   ,1629    ,921    ,623    ,837    ,625
200111   ,2061   ,1624    ,920    ,622    ,826    ,623
200112   ,2055   ,1622    ,916    ,620    ,825    ,622
200201   ,2046   ,1619    ,913    ,616    ,817    ,622
200202   ,2036   ,1617    ,910    ,613    ,811    ,621
200203   ,2031   ,1617    ,907    ,613    ,811    ,621
200204   ,2024   ,1613    ,907    ,612    ,810    ,621
200205   ,2001   ,1604    ,906    ,608    ,809    ,620
200206   ,1986   ,1601    ,900    ,608    ,808    ,619
200207   ,2254   ,1560   ,1261    ,605    ,818    ,606
200208   ,2246   ,1560   ,1260    ,603    ,813    ,606
200209   ,2237   ,1559   ,1257    ,603    ,810    ,604
200210   ,2232   ,1554   ,1256    ,603    ,809    ,604
200211   ,2224   ,1549   ,1249    ,600    ,805    ,604
200212   ,2212   ,1547   ,1244    ,599    ,803    ,601
200301   ,2201   ,1543   ,1242    ,597    ,796    ,599
200302   ,2198   ,1540   ,1240    ,596    ,795    ,598
200303   ,2192   ,1537   ,1238    ,596    ,793    ,597
200304   ,2188   ,1536   ,1235    ,596    ,790    ,597
200305   ,2177   ,1534   ,1225    ,595    ,790    ,595
200306   ,2169   ,1533   ,1223    ,594    ,788    ,595
200307   ,2442   ,1606   ,1264    ,612    ,816    ,614
200308   ,2437   ,1605   ,1262    ,609    ,815    ,612
200309   ,2431   ,1601   ,1258    ,607    ,813    ,612
200310   ,2420   ,1600   ,1256    ,606    ,813    ,611
200311   ,2412   ,1595   ,1251    ,605    ,812    ,610
200312   ,2405   ,1593   ,1249    ,604    ,812    ,610
200401   ,2398   ,1590   ,1247    ,604    ,810    ,609
200402   ,2391   ,1587   ,1247    ,604    ,810    ,607
200403   ,2386   ,1580   ,1245    ,604    ,809    ,606
200404   ,2374   ,1578   ,1242    ,604    ,809    ,604
200405   ,2358   ,1574   ,1235    ,604    ,808    ,603
200406   ,2342   ,1570   ,1231    ,602    ,804    ,602
200407   ,2766   ,1827   ,1468    ,597    ,799    ,598
200408   ,2762   ,1823   ,1465    ,596    ,797    ,597
200409   ,2753   ,1820   ,1464    ,595    ,794    ,597
200410   ,2749   ,1820   ,1462    ,595    ,793    ,597
200411   ,2741   ,1815   ,1459    ,594    ,791    ,596
200412   ,2695   ,1809   ,1448    ,589    ,791    ,593
200501   ,2706   ,1804   ,1444    ,592    ,790    ,594
200502   ,2700   ,1803   ,1442    ,592    ,789    ,591
200503   ,2695   ,1803   ,1441    ,590    ,788    ,589
200504   ,2687   ,1799   ,1434    ,589    ,787    ,588
200505   ,2666   ,1788   ,1428    ,588    ,785    ,587
200506   ,2655   ,1786   ,1428    ,587    ,784    ,586
200507   ,3071   ,1735   ,1532    ,663    ,880    ,665
200508   ,3066   ,1730   ,1526    ,662    ,879    ,665
200509   ,3058   ,1728   ,1524    ,660    ,878    ,664
200510   ,3056   ,1727   ,1522    ,660    ,876    ,664
200511   ,3048   ,1722   ,1519    ,659    ,876    ,664
200512   ,3044   ,1718   ,1515    ,657    ,873    ,663
200601   ,3027   ,1717   ,1510    ,657    ,867    ,660
200602   ,3025   ,1715   ,1508    ,655    ,866    ,660
200603   ,3017   ,1712   ,1507    ,653    ,863    ,657
200604   ,3008   ,1710   ,1505    ,652    ,862    ,655
200605   ,2997   ,1710   ,1504    ,651    ,858    ,652
200606   ,2990   ,1710   ,1503    ,649    ,857    ,651
200607   ,3342   ,2186   ,1784    ,641    ,860    ,643
200608   ,3329   ,2184   ,1783    ,640    ,858    ,642
200609   ,3324   ,2183   ,1779    ,640    ,855    ,642
200610   ,3314   ,2177   ,1776    ,638    ,853    ,641
200611   ,3301   ,2177   ,1775    ,637    ,851    ,640
200612   ,3297   ,2174   ,1775    ,636    ,850    ,638
200701   ,3292   ,2175   ,1775    ,633    ,848    ,636
200702   ,3291   ,2171   ,1774    ,630    ,845    ,635
200703   ,3280   ,2168   ,1772    ,630    ,844    ,635
200704   ,3270   ,2165   ,1770    ,630    ,840    ,633
200705   ,3253   ,2159   ,1759    ,630    ,839    ,629
200706   ,3242   ,2154   ,1756    ,628    ,837    ,628
200707   ,3566   ,2271   ,1767    ,723    ,963    ,724
200708   ,3563   ,2265   ,1763    ,722    ,962    ,723
200709   ,3551   ,2257   ,1761    ,718    ,962    ,721
200710   ,3541   ,2250   ,1759    ,716    ,956    ,719
200711   ,3530   ,2246   ,1756    ,716    ,952    ,719
200712   ,3519   ,2239   ,1756    ,711    ,948    ,717
200801   ,3504   ,2237   ,1756    ,708    ,945    ,716
200802   ,3493   ,2228   ,1754    ,707    ,942    ,715
200803   ,3477   ,2222   ,1751    ,707    ,941    ,713
200804   ,3456   ,2215   ,1750    ,706    ,940    ,711
200805   ,3436   ,2213   ,1738    ,703    ,939    ,711
200806   ,3426   ,2208   ,1733    ,702    ,937    ,711
200807   ,3947   ,2589   ,2055    ,690    ,925    ,691
200808   ,3933   ,2586   ,2048    ,689    ,925    ,690
200809   ,3924   ,2579   ,2046    ,686    ,923    ,689
200810   ,3910   ,2570   ,2043    ,685    ,922    ,688
200811   ,3898   ,2567   ,2038    ,684    ,919    ,688
200812   ,3883   ,2559   ,2037    ,681    ,918    ,687
200901   ,3866   ,2556   ,2032    ,681    ,917    ,687
200902   ,3856   ,2550   ,2029    ,680    ,916    ,687
200903   ,3843   ,2543   ,2027    ,679    ,916    ,686
200904   ,3835   ,2537   ,2027    ,679    ,914    ,685
200905   ,3817   ,2532   ,2010    ,678    ,913    ,684
200906   ,3797   ,2526   ,2003    ,678    ,913    ,684
200907   ,4799   ,2662   ,2068    ,683    ,909    ,683
200908   ,4776   ,2655   ,2065    ,681    ,906    ,683
200909   ,4761   ,2651   ,2055    ,679    ,905    ,683
200910   ,4748   ,2648   ,2050    ,679    ,904    ,682
200911   ,4741   ,2645   ,2046    ,678    ,904    ,682
200912   ,4732   ,2642   ,2041    ,678    ,900    ,682
201001   ,4720   ,2632   ,2036    ,677    ,897    ,682
201002   ,4689   ,2623   ,2031    ,675    ,890    ,680
201003   ,4668   ,2619   ,2021    ,675    ,890    ,678
201004   ,4653   ,2615   ,2018    ,670    ,890    ,673
201005   ,4620   ,2605   ,2013    ,670    ,889    ,672
201006   ,4603   ,2591   ,2010    ,669    ,888    ,671
201007   ,4650   ,2414   ,2086    ,711    ,948    ,713
201008   ,4639   ,2414   ,2081    ,710    ,948    ,713
201009   ,4632   ,2408   ,2080    ,707    ,947    ,712
201010   ,4624   ,2404   ,2077    ,706    ,945    ,710
201011   ,4620   ,2399   ,2074    ,706    ,945    ,710
201012   ,4606   ,2395   ,2068    ,706    ,945    ,709
201101   ,4595   ,2389   ,2061    ,705    ,944    ,708
201102   ,4583   ,2387   ,2057    ,703    ,941    ,708
201103   ,4576   ,2385   ,2055    ,702    ,940    ,708
201104   ,4566   ,2380   ,2054    ,699    ,938    ,708
201105   ,4544   ,2374   ,2049    ,693    ,938    ,708
201106   ,4516   ,2370   ,2038    ,691    ,935    ,708
201107   ,4655   ,2529   ,2545    ,711    ,948    ,714
201108   ,4644   ,2524   ,2541    ,711    ,947    ,714
201109   ,4631   ,2518   ,2538    ,711    ,947    ,714
201110   ,4623   ,2512   ,2531    ,708    ,945    ,713
201111   ,4607   ,2506   ,2530    ,705    ,945    ,713
201112   ,4594   ,2500   ,2527    ,704    ,944    ,713
201201   ,4581   ,2495   ,2513    ,703    ,941    ,712
201202   ,4571   ,2493   ,2507    ,701    ,939    ,712
201203   ,4563   ,2487   ,2506    ,699    ,938    ,712
201204   ,4547   ,2484   ,2503    ,698    ,938    ,712
201205   ,4526   ,2477   ,2495    ,697    ,936    ,712
201206   ,4513   ,2472   ,2483    ,695    ,935    ,711
201207   ,4556   ,2579   ,2635    ,697    ,935    ,703
201208   ,4548   ,2578   ,2630    ,697    ,934    ,701
201209   ,4541   ,2571   ,2626    ,697    ,933    ,699
201210   ,4527   ,2566   ,2619    ,697    ,933    ,699
201211   ,4511   ,2556   ,2613    ,696    ,929    ,698
201212   ,4489   ,2553   ,2611    ,694    ,928    ,698
201301   ,4475   ,2545   ,2605    ,691    ,928    ,696
201302   ,4463   ,2539   ,2598    ,686    ,927    ,696
201303   ,4454   ,2534   ,2594    ,686    ,924    ,696
201304   ,4404   ,2503   ,2569    ,685    ,923    ,695
201305   ,4381   ,2496   ,2562    ,683    ,922    ,694
201306   ,4367   ,2489   ,2552    ,682    ,919    ,691
201307   ,4825   ,2345   ,2384    ,714    ,951    ,716
201308   ,4814   ,2333   ,2379    ,712    ,948    ,716
201309   ,4805   ,2331   ,2375    ,712    ,948    ,716
201310   ,4779   ,2330   ,2370    ,710    ,946    ,716
201311   ,4768   ,2325   ,2368    ,709    ,946    ,716
201312   ,4753   ,2322   ,2366    ,709    ,946    ,715
201401   ,4740   ,2317   ,2357    ,707    ,946    ,715
201402   ,4729   ,2317   ,2348    ,705    ,946    ,715
201403   ,4716   ,2314   ,2346    ,703    ,946    ,715
201404   ,4698   ,2308   ,2341    ,703    ,945    ,715
201405   ,4682   ,2299   ,2336    ,702    ,944    ,714
201406   ,4664   ,2295   ,2333    ,702    ,943    ,714
201407   ,5091   ,2506   ,2385    ,796   ,1072    ,798
201408   ,5076   ,2503   ,2381    ,794   ,1070    ,797
201409   ,5073   ,2500   ,2376    ,794   ,1069    ,796
201410   ,5055   ,2494   ,2372    ,793   ,1069    ,796
201411   ,5053   ,2493   ,2367    ,793   ,1069    ,795
201412   ,5048   ,2486   ,2363    ,792   ,1068    ,795
201501   ,5039   ,2483   ,2361    ,792   ,1066    ,793
201502   ,5021   ,2479   ,2358    ,792   ,1065    ,791
201503   ,5010   ,2476   ,2356    ,792   ,1065    ,790
201504   ,4997   ,2474   ,2349    ,792   ,1064    ,790
201505   ,4982   ,2470   ,2343    ,791   ,1062    ,790
201506   ,4971   ,2467   ,2338    ,791   ,1059    ,789
201507   ,4976   ,2637   ,2407    ,809   ,1075    ,810
201508   ,4958   ,2630   ,2406    ,809   ,1073    ,810
201509   ,4953   ,2629   ,2403    ,807   ,1073    ,809
201510   ,4937   ,2623   ,2402    ,806   ,1072    ,808
201511   ,4925   ,2617   ,2400    ,804   ,1071    ,808
201512   ,4915   ,2613   ,2394    ,802   ,1071    ,808
201601   ,4909   ,2612   ,2389    ,799   ,1068    ,807
201602   ,4898   ,2607   ,2383    ,798   ,1067    ,805
201603   ,4887   ,2602   ,2381    ,796   ,1066    ,803
201604   ,4876   ,2598   ,2379    ,793   ,1064    ,803
201605   ,4861   ,2595   ,2373    ,792   ,1063    ,802
201606   ,4850   ,2592   ,2368    ,792   ,1062    ,802
201607   ,5072   ,2639   ,2394    ,842   ,1129    ,844
201608   ,5060   ,2638   ,2389    ,840   ,1128    ,844
201609   ,5048   ,2636   ,2384    ,838   ,1127    ,842
201610   ,5037   ,2632   ,2379    ,837   ,1126    ,842
201611   ,5026   ,2629   ,2373    ,835   ,1125    ,841
201612   ,5011   ,2619   ,2370    ,834   ,1124    ,840
201701   ,4997   ,2613   ,2353    ,832   ,1122    ,839
201702   ,4989   ,2609   ,2348    ,831   ,1120    ,838
201703   ,4979   ,2606   ,2345    ,831   ,1120    ,837
201704   ,4952   ,2600   ,2337    ,829   ,1119    ,835
201705   ,4938   ,2593   ,2334    ,829   ,1119    ,835
201706   ,4926   ,2588   ,2330    ,828   ,1118    ,835
201707   ,4922   ,2994   ,2624    ,872   ,1165    ,872
201708   ,4913   ,2989   ,2619    ,869   ,1163    ,868
201709   ,4895   ,2983   ,2615    ,868   ,1163    ,867
201710   ,4887   ,2978   ,2610    ,866   ,1162    ,866
201711   ,4869   ,2971   ,2609    ,866   ,1162    ,863
201712   ,4847   ,2965   ,2606    ,865   ,1161    ,863
201801   ,4836   ,2963   ,2601    ,862   ,1161    ,863
201802   ,4828   ,2959   ,2599    ,861   ,1161    ,863
201803   ,4814   ,2959   ,2597    ,860   ,1161    ,862
201804   ,4797   ,2956   ,2589    ,858   ,1160    ,862
201805   ,4788   ,2949   ,2585    ,856   ,1157    ,861
201806   ,4767   ,2938   ,2578    ,856   ,1157    ,858
201807   ,4916   ,2953   ,2778    ,850   ,1130    ,853
201808   ,4895   ,2942   ,2774    ,850   ,1130    ,852
201809   ,4842   ,2924   ,2750    ,850   ,1127    ,852
201810   ,4827   ,2920   ,2743    ,850   ,1127    ,848
201811   ,4817   ,2917   ,2734    ,849   ,1126    ,848
201812   ,4809   ,2909   ,2731    ,847   ,1126    ,848
201901   ,4788   ,2902   ,2725    ,847   ,1126    ,847
201902   ,4776   ,2898   ,2723    ,847   ,1124    ,846
201903   ,4766   ,2892   ,2719    ,846   ,1123    ,846
201904   ,4760   ,2886   ,2717    ,846   ,1123    ,846
201905   ,4750   ,2882   ,2711    ,845   ,1121    ,845
201906   ,4739   ,2877   ,2710    ,844   ,1119    ,845
201907   ,5147   ,2820   ,2885    ,847   ,1135    ,848
201908   ,5134   ,2816   ,2876    ,847   ,1134    ,848
201909   ,5125   ,2815   ,2871    ,846   ,1133    ,848
201910   ,5120   ,2814   ,2869    ,845   ,1133    ,846
201911   ,5113   ,2809   ,2867    ,845   ,1133    ,845
201912   ,5107   ,2804   ,2862    ,845   ,1133    ,844
202001   ,5096   ,2799   ,2856    ,843   ,1132    ,844
202002   ,5084   ,2793   ,2854    ,843   ,1132    ,843



  Average Firm Size
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199207       ,33.45       ,27.67       ,52.25      ,226.71      ,295.86      ,441.81
199208       ,34.63       ,29.06       ,52.81      ,219.06      ,294.21      ,460.17
199209       ,33.01       ,27.67       ,51.96      ,209.53      ,284.31      ,445.50
199210       ,32.12       ,27.97       ,48.68      ,208.38      ,294.28      ,449.10
199211       ,32.68       ,28.55       ,55.13      ,223.54      ,296.79      ,474.19
199212       ,32.28       ,28.77       ,62.95      ,222.56      ,287.07      ,481.88
199301       ,32.00       ,28.80       ,65.76      ,224.80      ,286.71      ,488.05
199302       ,30.99       ,29.39       ,63.60      ,224.16      ,293.12      ,470.85
199303       ,33.61       ,32.09       ,68.71      ,238.58      ,305.76      ,489.15
199304       ,33.75       ,33.27       ,76.08      ,241.04      ,307.02      ,518.17
199305       ,36.87       ,36.24       ,80.78      ,251.63      ,332.83      ,504.93
199306       ,40.97       ,40.21       ,81.17      ,261.72      ,345.25      ,526.15
